Minerali,per porzione,% RDA
Calcio,"97,6 mg","9,8 %"
Rame,"< 0,1 mg","4,5 %"
Ferro,"0,4 mg","2,7 %"
Magnesio,"11,2 mg","3,7 %"
Manganese,"0,1 mg","5,2 %"
Fosforo,"28,8 mg","4,1 %"
Potassio,"160,0 mg","8,0 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"0,2 mg","2,7 %"
