,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,11.3,
3,Proteine (g):,27.2,
4,Lipidi(g):,3,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,54.8,
7,Amido (g):,45.4,
8,Zuccheri solubili (g):,4.9,
9,Fibra totale (g):,7,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,341,
14,Energia (kJ):,1428,
15,Sodio (mg):,,
16,Potassio (mg):,,
17,Ferro (mg):,5,
18,Calcio (mg):,90,
19,Fosforo (mg):,420,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.5,
25,Riboflavina (mg):,0.28,
26,Niacina (mg):,2.6,
27,Vitamina A retinolo eq. (µg):,10,
28,Vitamina C (mg):,4,
29,Vitamina E (mg):,,
