,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,100%,-
2,Acqua,"53,80g",-
3,Carboidrati disponibili,"0,10g",-
4,Carboidrati complessi,0,-
5,Zuccheri solubili,0,-
6,Proteine,"30,20g",-
7,Grassi (Lipidi),"8,90g",-
8,Saturi totali,"2,94g",-
9,Monoinsaturi totali,4g,-
10,Polinsaturi totali,"1,17g",-
11,Colesterolo,75mg,-
12,Fibra totale,0,-
13,Fibra solubile,0,-
14,Fibra insolubile,0,-
15,Alcol (g),0,-
16,Sodio,6mg,0.40% RDA
17,Potassio,723mg,15.38% RDA
18,Ferro,"1,24mg",15.50% RDA
19,Calcio,12mg,1.20% RDA
20,Fosforo,244mg,34.86% RDA
21,Magnesio,28mg,6.67% RDA
22,Zinco,"3,22mg",29.27% RDA
23,Rame,"0,07mg",7% RDA
24,Selenio,0,0% RDA
25,Tiamina (Vit. B1),"0,70mg",58.33% RDA
26,Riboflavina (Vit. B2),"0,24mg",18.46% RDA
27,Niacina (Vit. B3 o PP),"6,58mg",41.13% RDA
28,Vitamina A retinolo eq.,0,0% RDA
29,Vitamina C,0,0% RDA
30,Vitamina E,0,0% RDA
31,Vitamina B6,"1,18mg",90.77% RDA
32,Vitamina B12,"0,39µg",16.25% RDA
33,Manganese,"0,02mg",0.87% RDA
