Minerali,per porzione,% RDA
Calcio,"10,4 mg","1,0 %"
Rame,"< 0,1 mg","2,5 %"
Ferro,"0,6 mg","4,3 %"
Magnesio,"17,9 mg","6,0 %"
Manganese,"0,2 mg","8,3 %"
Fosforo,"38,7 mg","5,5 %"
Potassio,"314,4 mg","15,7 %"
Selenio,"< 0,1 mg","0,5 %"
Zinco,"0,4 mg","5,3 %"
