Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Cereales-et-pommes-de-terre,Aliments-d-origine-vegetale,Aliments-et-boissons-a-base-de-vegetaux
Grassi,?,"17,5 g","24,4 g","22,9 g"
Carboidrati,?,"50,4 g","41,2 g","39,2 g"
Proteine,?,"8,2 g","8,27 g","7,75 g"
