Minerali,per porzione,% RDA
Calcio,"2,4 mg","0,2 %"
Rame,"< 0,1 mg","4,2 %"
Ferro,"0,1 mg","0,9 %"
Magnesio,"3,5 mg","1,2 %"
Manganese,"< 0,1 mg","3,8 %"
Fosforo,"7,6 mg","1,1 %"
Potassio,"11,5 mg","0,6 %"
Selenio,"< 0,1 mg","0,7 %"
Zinco,"< 0,1 mg","1,1 %"
