Minerali,per porzione,% RDA
Calcio,"37,0 mg","3,7 %"
Rame,"< 0,1 mg","6,5 %"
Ferro,"0,9 mg","5,9 %"
Magnesio,"73,9 mg","24,6 %"
Manganese,"< 0,1 mg","1,7 %"
Fosforo,"468,9 mg","67,0 %"
Potassio,"954,0 mg","47,7 %"
Selenio,"< 0,1 mg","254,9 %"
Zinco,"1,0 mg","14,9 %"
