Valori nutrizionali,per porzione,% RDA
Valore calorico,442 kcal 1.849 kJ,"22,1 %"
Grassi,"27,0 g","41,6 %"
Grassi saturi,"5,9 g","26,9 %"
Grassi monoinsaturi,"11,0 g","37,8 %"
Grassi polinsaturi,"7,7 g","51,3 %"
Carboidrati,"31,4 g","11,7 %"
Zuccheri,"4,2 g","8,4 %"
Proteine,"20,4 g","28,0 %"
Fibre alimentari,"0,8 g","0,3 %"
Colesterolo,"299,5 mg","998,4 %"
Sodio,"1,4 g","0,3 %"
Acqua,"108,7 g","5,4 %"
