Minerali,per porzione,% RDA
Calcio,"25,2 mg","2,5 %"
Rame,"0,2 mg","15,2 %"
Ferro,"0,7 mg","4,9 %"
Magnesio,"50,4 mg","16,8 %"
Manganese,"0,3 mg","13,5 %"
Fosforo,"87,6 mg","12,5 %"
Potassio,"343,2 mg","17,2 %"
Selenio,"< 0,1 mg","0,8 %"
Zinco,"0,5 mg","6,9 %"
