Minerali,per porzione,% RDA
Calcio,"326,0 mg","32,6 %"
Rame,"0,2 mg","20,7 %"
Ferro,"3,2 mg","21,1 %"
Magnesio,"65,0 mg","21,7 %"
Manganese,"< 0,1 mg","4,0 %"
Fosforo,"478,0 mg","68,3 %"
Potassio,"744,0 mg","37,2 %"
Selenio,"0,1 mg","425,7 %"
Zinco,"1,8 mg","26,0 %"
