Valori nutrizionali,per porzione,% RDA
Valore calorico,283 kcal 1.185 kJ,"14,2 %"
Grassi,"12,7 g","19,6 %"
Grassi saturi,"3,9 g","17,6 %"
Grassi monoinsaturi,"4,8 g","16,7 %"
Grassi polinsaturi,"2,7 g","17,9 %"
Carboidrati,"28,1 g","10,5 %"
Zuccheri,"1,8 g","3,5 %"
Proteine,"14,0 g","19,2 %"
Fibre alimentari,"3,2 g","1,1 %"
Colesterolo,"35,4 mg","117,9 %"
Sodio,"0,5 g","< 0,1 %"
Acqua,"64,8 g","3,2 %"
