Minerali,per porzione,% RDA
Calcio,"9,0 mg","0,9 %"
Rame,"0,2 mg","19,8 %"
Ferro,"1,0 mg","6,5 %"
Magnesio,"71,0 mg","23,7 %"
Manganese,"0,3 mg","13,8 %"
Fosforo,"78,0 mg","11,1 %"
Potassio,"786,0 mg","39,3 %"
Selenio,"< 0,1 mg","1,3 %"
Zinco,"0,4 mg","5,3 %"
