,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,80%,-
2,Acqua,"68,80g",-
3,Carboidrati disponibili,0,-
4,Carboidrati complessi,0,-
5,Zuccheri solubili,0,-
6,Proteine,"21,40g",-
7,Grassi (Lipidi),"8,20g",-
8,Saturi totali,,-
9,Monoinsaturi totali,,-
10,Polinsaturi totali,,-
11,Colesterolo,,-
12,Fibra totale,0,-
13,Fibra solubile,0,-
14,Fibra insolubile,0,-
15,Alcol (g),0,-
16,Sodio,110mg,7.33% RDA
17,Potassio,290mg,6.17% RDA
18,Ferro,"1,30mg",16.25% RDA
19,Calcio,12mg,1.20% RDA
20,Fosforo,200mg,28.57% RDA
21,Magnesio,14mg,3.33% RDA
22,Zinco,"1,90mg",17.27% RDA
23,Rame,"0,30mg",30% RDA
24,Selenio,22µg,40% RDA
25,Tiamina (Vit. B1),"0,19mg",15.83% RDA
26,Riboflavina (Vit. B2),"0,18mg",13.85% RDA
27,Niacina (Vit. B3 o PP),"7,70mg",48.13% RDA
28,Vitamina A retinolo eq.,80µg,8.89% RDA
29,Vitamina C,0mg,0% RDA
30,Vitamina E,ND,-
31,Vitamina B6,ND,-
32,Vitamina B12,ND,-
33,Manganese,ND,-
