0,1
Grassi saturi totali,1.16
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),0.00
C14:0 (miristico),0.16
C16:0 (palmitico),0.78
C18:0 (stearico),0.17
C20:0 (arachidico),0.01
C22:0 (beenico),0.00
Grassi monoinsaturi totali,1.40
C14:1 (miristoleico),0.00
C16:1 (palmitoleico),0.36
C18:1 (oleico),0.18
C20:1 (eicosaenoico),0.01
C22:1 (erucico),0.00
Grassi polinsaturi totali,1.98
C18:2 W6 (linoleico),0.15
C18:3 W3 (linolenico),0.16
C20:4 W6 (arachidonico),0.05
C20:5 W3 (eicosapentaenoico - EPA),0.50
C22:6 W3 (docosaesaenoico - DHA),0.47
Rapporto Polinsaturi/Saturi,1.70
