Minerali,per porzione,% RDA
Calcio,"325,4 mg","32,5 %"
Rame,"1,3 mg","125,2 %"
Ferro,"13,7 mg","91,6 %"
Magnesio,"435,1 mg","145,0 %"
Manganese,"2,5 mg","126,0 %"
Fosforo,"956,5 mg","136,6 %"
Potassio,"2.042,3 mg","102,1 %"
Selenio,"< 0,1 mg","83,6 %"
Zinco,"5,5 mg","79,2 %"
