Valori nutrizionali,per porzione,% RDA
Valore calorico,334 kcal 1.398 kJ,"16,7 %"
Grassi,"1,0 g","1,5 %"
Grassi saturi,"1,0 g","4,5 %"
Carboidrati,"94,0 g","35,1 %"
Zuccheri,"85,0 g","170,0 %"
Proteine,"2,0 g","2,7 %"
Sale,"< 0,1 g","1,4 %"
Fibre alimentari,"10,0 g","3,3 %"
