Minerali,per porzione,% RDA
Calcio,"87,5 mg","8,7 %"
Rame,"0,6 mg","59,9 %"
Ferro,"3,0 mg","19,7 %"
Magnesio,"57,8 mg","19,3 %"
Manganese,"0,5 mg","25,4 %"
Fosforo,"189,8 mg","27,1 %"
Potassio,"1.230,9 mg","61,5 %"
Selenio,"< 0,1 mg","3,9 %"
Zinco,"0,5 mg","7,5 %"
