Minerali,per porzione,% RDA
Calcio,"28,4 mg","2,8 %"
Rame,"0,4 mg","41,3 %"
Ferro,"8,0 mg","53,6 %"
Magnesio,"12,5 mg","4,2 %"
Manganese,"0,4 mg","19,4 %"
Fosforo,"128,0 mg","18,3 %"
Potassio,"271,3 mg","13,6 %"
Selenio,"< 0,1 mg","4,8 %"
Zinco,"1,3 mg","19,1 %"
