Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (125 g (1 pot)),Yogurt alla frutta,Yogurt,Fermented foods,Fermented milk products,Latticini
Grassi,"0,1 g","0,125 g","-97%2,91 g","-96%2,69 g","-99%11,9 g","-99%11,9 g","-99%15,4 g"
- Acidi Grassi saturi,0 g,0 g,"-100%1,81 g","-100%1,75 g","-100%7,9 g","-100%7,9 g","-100%9,61 g"
Carboidrati,"7,8 g","9,75 g","-40%12,9 g","-37%12,3 g","+9%7,16 g","+9%7,16 g","+28%6,1 g"
- Zuccheri,"7,1 g","8,88 g","-42%12,2 g","-38%11,4 g","+15%6,16 g","+15%6,16 g","+31%5,42 g"
Fibra alimentare,"0,2 g","0,25 g",?,"-27%0,275 g","-2%0,205 g","-2%0,205 g","+50%0,133 g"
Proteine,"4,2 g","5,25 g","+27%3,3 g","+8%3,88 g",-58%10 g,-58%10 g,"-47%7,89 g"
Sale,"0,15 g","0,187 g","+29%0,116 g","+33%0,113 g","-72%0,529 g","-72%0,529 g","-63%0,405 g"
Sodio,"0,059 g","0,074 g","+29%0,046 g","+33%0,044 g","-72%0,208 g","-72%0,208 g","-63%0,159 g"
Nutrition score - France,-1,-1,"-132%3,1","-147%2,11","-116%6,32","-116%6,32","-117%5,86"
Nutri-Score,A,A,C,C,C,C,C
