0,1
Grassi saturi totali,11.27
C4:0\÷C10:0 (laurico),0.08
C12:0 (laurico),0.06
C14:0 (miristico),0.56
C16:0 (palmitico),6.64
C18:0 (stearico),3.93
C20:0 (arachidico),
C22:0 (beenico),
Grassi monoinsaturi totali,14.34
C14:1 (miristoleico),
C16:1 (palmitoleico),1.49
C18:1 (oleico),12.86
C20:1 (eicosaenoico),0.00
C22:1 (erucico),0.00
Grassi polinsaturi totali,4.03
C18:2 W6 (linoleico),3.62
C18:3 W3 (linolenico),0.41
C20:4 W6 (arachidonico),0.00
C20:5 W3 (eicosapentaenoico - EPA),0.00
C22:6 W3 (docosaesaenoico - DHA),0.00
Rapporto Polinsaturi/Saturi,0.30
