,Composizione,mg/100g di parte edibile
0,Lisina:,1907
1,Istidina:,753
2,Arginina:,1372
3,Acido aspartico:,2062
4,Treonina:,884
5,Serina:,847
6,Acido glutamico:,3580
7,Prolina:,1006
8,Glicina:,1307
9,Alanina:,1350
10,Cistina:,243
11,Valina:,1013
12,Metionina:,591
13,Isoleucina:,925
14,Leucina:,1769
15,Tirosina:,703
16,Fenilalanina:,845
17,Triptofano:,196
18,Indice Chimico:,84
19,Aminoacido limitante:,Trip.
