,Composizione,mg/100g di parte edibile
0,Lisina:,736
1,Istidina:,309
2,Arginina:,348
3,Acido aspartico:,700
4,Treonina:,397
5,Serina:,517
6,Acido glutamico:,1610
7,Prolina:,800
8,Glicina:,194
9,Alanina:,293
10,Cistina:,84
11,Valina:,642
12,Metionina:,242
13,Isoleucina:,488
14,Leucina:,978
15,Tirosina:,487
16,Fenilalanina:,499
17,Triptofano:,
18,Indice Chimico:,
19,Aminoacido limitante:,
