,Composizione chimica,valore per 100g
0,Parte edibile (%):,100
1,Acqua (g):,74.2
2,Proteine (g):,25.8
3,Lipidi(g):,1.9
4,Colesterolo (mg):,32
5,Carboidrati disponibili (g):,0.2
6,Amido (g):,0.2
7,Zuccheri solubili (g):,0
8,Fibra totale (g):,0
9,Fibra solubile (g):,0
10,Fibra insolubile (g):,0
11,Alcol (g):,0
12,Energia (kcal):,121
13,Energia (kJ):,506
14,Sodio (mg):,50
15,Potassio (mg):,340
16,Ferro (mg):,0.8
17,Calcio (mg):,10
18,Fosforo (mg):,170
19,Magnesio (mg):,20
20,Zinco (mg):,0.55
21,Rame (mg):,0.11
22,Selenio (µg):,
23,Tiamina (mg):,0.14
24,Riboflavina (mg):,0.15
25,Niacina (mg):,9.1
26,Vitamina A retinolo eq. (µg):,tr
27,Vitamina C (mg):,0
28,Vitamina E (mg):,
