,Composizione,mg/100g di parte edibile
0,Lisina:,1737
1,Istidina:,647
2,Arginina:,1285
3,Acido aspartico:,2080
4,Treonina:,919
5,Serina:,852
6,Acido glutamico:,3157
7,Prolina:,853
8,Glicina:,1086
9,Alanina:,1289
10,Cistina:,239
11,Valina:,1243
12,Metionina:,541
13,Isoleucina:,1080
14,Leucina:,1624
15,Tirosina:,657
16,Fenilalanina:,809
17,Triptofano:,183
18,Indice Chimico:,80
19,Aminoacido limitante:,Trip.
