,Composizione,mg/100g di parte edibile
0,Lisina:,565
1,Istidina:,436
2,Arginina:,2266
3,Acido aspartico:,1992
4,Treonina:,661
5,Serina:,819
6,Acido glutamico:,4326
7,Prolina:,724
8,Glicina:,1058
9,Alanina:,855
10,Cistina:,326
11,Valina:,933
12,Metionina:,208
13,Isoleucina:,782
14,Leucina:,1268
15,Tirosina:,641
16,Fenilalanina:,982
17,Triptofano:,145
18,Indice Chimico:,54
19,Aminoacido limitante:,Lis.
