,Composizione,mg/100g di parte edibile
0,Lisina:,1938
1,Istidina:,822
2,Arginina:,1278
3,Acido aspartico:,2066
4,Treonina:,869
5,Serina:,871
6,Acido glutamico:,3632
7,Prolina:,875
8,Glicina:,1059
9,Alanina:,1310
10,Cistina:,232
11,Valina:,1029
12,Metionina:,611
13,Isoleucina:,920
14,Leucina:,1832
15,Tirosina:,754
16,Fenilalanina:,869
17,Triptofano:,239
18,Indice Chimico:,100
19,Aminoacido limitante:,Trip.
