,Composizione chimica,valore per 100g
0,Parte edibile (%):,95
1,Acqua (g):,91.6
2,Proteine (g):,1.1
3,Lipidi(g):,0.2
4,Colesterolo (mg):,0
5,Carboidrati disponibili (g):,7.6
6,Amido (g):,0
7,Zuccheri solubili (g):,7.6
8,Fibra totale (g):,3.1
9,Fibra solubile (g):,0.41
10,Fibra insolubile (g):,2.7
11,Alcol (g):,0
12,Energia (kcal):,35
13,Energia (kJ):,147
14,Sodio (mg):,95
15,Potassio (mg):,220
16,Ferro (mg):,0.7
17,Calcio (mg):,44
18,Fosforo (mg):,37
19,Magnesio (mg):,11
20,Zinco (mg):,2.92
21,Rame (mg):,0.19
22,Selenio (µg):,1
23,Tiamina (mg):,0.04
24,Riboflavina (mg):,0.04
25,Niacina (mg):,0.7
26,Vitamina A retinolo eq. (µg):,1148
27,Vitamina C (mg):,4
28,Vitamina E (mg):,
