,Composizione,g/100g di parte edibile
0,Saturi totali (%):,13.15
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0
4,C16:0,8.5
5,C18:0,4.15
6,C20:0,0.5
7,C22:0,0
8,Monoinsaturi totali (%):,40.1
9,C14:1,0
10,C16:1,0.2
11,C18:1,39.7
12,C20:1,0.2
13,C22:1,0
14,Polinsaturi totali (%):,42.2
15,C18:2,41.9
16,C18:3,0.3
17,C20:4,0
18,C20:5,0
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,3.2
