,Composizione,mg/100g di parte edibile
0,Lisina:,347
1,Istidina:,265
2,Arginina:,551
3,Acido aspartico:,632
4,Treonina:,367
5,Serina:,612
6,Acido glutamico:,3529
7,Prolina:,1285
8,Glicina:,490
9,Alanina:,428
10,Cistina:,265
11,Valina:,551
12,Metionina:,204
13,Isoleucina:,490
14,Leucina:,816
15,Tirosina:,408
16,Fenilalanina:,592
17,Triptofano:,163
18,Indice Chimico:,50
19,Aminoacido limitante:,Lis.
