,Composizione,g/100g di parte edibile
0,Saturi totali (%):,54.8
1,C4:0÷C10:0,0
2,C12:0,28.66
3,C14:0,9.49
4,C16:0,5.4
5,C18:0,1.43
6,C20:0,0.6
7,C22:0,0
8,Monoinsaturi totali (%):,4.22
9,C14:1,0
10,C16:1,0.25
11,C18:1,3.96
12,C20:1,0
13,C22:1,0
14,Polinsaturi totali (%):,1.08
15,C18:2,1.08
16,C18:3,0
17,C20:4,0
18,C20:5,0
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,0.0
