,Composizione,g/100g di parte edibile
0,Saturi totali (%):,47.1
1,C4:0÷C10:0,0
2,C12:0,0.15
3,C14:0,1
4,C16:0,41.21
5,C18:0,4.34
6,C20:0,0.4
7,C22:0,0
8,Monoinsaturi totali (%):,38.92
9,C14:1,0
10,C16:1,0.37
11,C18:1,38.45
12,C20:1,0.1
13,C22:1,0
14,Polinsaturi totali (%):,12.58
15,C18:2,9.28
16,C18:3,3.3
17,C20:4,0
18,C20:5,0
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,0.3
