,Composizione,mg/100g di parte edibile
0,Lisina:,1984
1,Istidina:,841
2,Arginina:,1308
3,Acido aspartico:,2115
4,Treonina:,889
5,Serina:,892
6,Acido glutamico:,3717
7,Prolina:,896
8,Glicina:,1083
9,Alanina:,1341
10,Cistina:,238
11,Valina:,1053
12,Metionina:,626
13,Isoleucina:,942
14,Leucina:,1875
15,Tirosina:,772
16,Fenilalanina:,889
17,Triptofano:,244
18,Indice Chimico:,100
19,Aminoacido limitante:,Trip.
