,Composizione,mg/100g di parte edibile
0,Lisina:,1697
1,Istidina:,701
2,Arginina:,1270
3,Acido aspartico:,2066
4,Treonina:,909
5,Serina:,826
6,Acido glutamico:,2994
7,Prolina:,846
8,Glicina:,1040
9,Alanina:,1242
10,Cistina:,242
11,Valina:,1173
12,Metionina:,545
13,Isoleucina:,1042
14,Leucina:,1589
15,Tirosina:,644
16,Fenilalanina:,739
17,Triptofano:,222
18,Indice Chimico:,100
19,Aminoacido limitante:,Trip.
