,Composizione,mg/100g di parte edibile
0,Lisina:,81
1,Istidina:,39
2,Arginina:,169
3,Acido aspartico:,413
4,Treonina:,122
5,Serina:,139
6,Acido glutamico:,300
7,Prolina:,136
8,Glicina:,127
9,Alanina:,144
10,Cistina:,38
11,Valina:,150
12,Metionina:,43
13,Isoleucina:,121
14,Leucina:,196
15,Tirosina:,69
16,Fenilalanina:,115
17,Triptofano:,17
18,Indice Chimico:,52
19,Aminoacido limitante:,Lis.
