,Composizione chimica,valore per 100g
0,Parte edibile (%):,75
1,Acqua (g):,76.8
2,Proteine (g):,20.9
3,Lipidi(g):,0.9
4,Colesterolo (mg):,60
5,Carboidrati disponibili (g):,0
6,Amido (g):,0
7,Zuccheri solubili (g):,0
8,Fibra totale (g):,0
9,Fibra solubile (g):,0
10,Fibra insolubile (g):,0
11,Alcol (g):,0
12,Energia (kcal):,92
13,Energia (kJ):,384
14,Sodio (mg):,80
15,Potassio (mg):,328
16,Ferro (mg):,1
17,Calcio (mg):,36
18,Fosforo (mg):,202
19,Magnesio (mg):,20
20,Zinco (mg):,2.1
21,Rame (mg):,0.31
22,Selenio (µg):,16.8
23,Tiamina (mg):,0.05
24,Riboflavina (mg):,0.07
25,Niacina (mg):,2.2
26,Vitamina A retinolo eq. (µg):,tr
27,Vitamina C (mg):,0
28,Vitamina E (mg):,
