,Composizione chimica,valore per 100g
0,Parte edibile (%):,100
1,Acqua (g):,44.7
2,Proteine (g):,28.3
3,Lipidi(g):,20.9
4,Colesterolo (mg):,90
5,Carboidrati disponibili (g):,0.5
6,Amido (g):,0
7,Zuccheri solubili (g):,0.5
8,Fibra totale (g):,0
9,Fibra solubile (g):,0
10,Fibra insolubile (g):,0
11,Alcol (g):,0
12,Energia (kcal):,303
13,Energia (kJ):,1268
14,Sodio (mg):,1557
15,Potassio (mg):,484
16,Ferro (mg):,1.6
17,Calcio (mg):,11
18,Fosforo (mg):,
19,Magnesio (mg):,29
20,Zinco (mg):,2.5
21,Rame (mg):,0.13
22,Selenio (µg):,
23,Tiamina (mg):,0.14
24,Riboflavina (mg):,0.14
25,Niacina (mg):,1.14
26,Vitamina A retinolo eq. (µg):,tr
27,Vitamina C (mg):,0
28,Vitamina E (mg):,
