,Composizione chimica,valore per 100g
0,Parte edibile (%):,100
1,Acqua (g):,26
2,Proteine (g):,8.3
3,Lipidi(g):,2.4
4,Colesterolo (mg):,
5,Carboidrati disponibili (g):,56.6
6,Amido (g):,27.7
7,Zuccheri solubili (g):,26.1
8,Fibra totale (g):,
9,Fibra solubile (g):,
10,Fibra insolubile (g):,
11,Alcol (g):,0
12,Energia (kcal):,267
13,Energia (kJ):,1117
14,Sodio (mg):,280
15,Potassio (mg):,280
16,Ferro (mg):,2.8
17,Calcio (mg):,110
18,Fosforo (mg):,160
19,Magnesio (mg):,
20,Zinco (mg):,
21,Rame (mg):,
22,Selenio (µg):,
23,Tiamina (mg):,0.45
24,Riboflavina (mg):,0.13
25,Niacina (mg):,2.8
26,Vitamina A retinolo eq. (µg):,tr
27,Vitamina C (mg):,0
28,Vitamina E (mg):,
