,Composizione,g/100g di parte edibile
0,Saturi totali (%):,1.16
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.16
4,C16:0,0.78
5,C18:0,0.17
6,C20:0,0.01
7,C22:0,0
8,Monoinsaturi totali (%):,1.4
9,C14:1,0
10,C16:1,0.36
11,C18:1,0.18
12,C20:1,0.01
13,C22:1,0
14,Polinsaturi totali (%):,1.98
15,C18:2,0.15
16,C18:3,0.16
17,C20:4,0.05
18,C20:5,0.5
19,C22:6,0.47
20,Rapporto Polinsaturi/Saturi:,1.7
