,Composizione,g/100g di parte edibile
0,Saturi totali (%):,21.86
1,C4:0÷C10:0,0
2,C12:0,0.21
3,C14:0,0.66
4,C16:0,9.2
5,C18:0,10.38
6,C20:0,0.31
7,C22:0,0.07
8,Monoinsaturi totali (%):,11.49
9,C14:1,0.07
10,C16:1,0.17
11,C18:1,11.14
12,C20:1,0.03
13,C22:1,0
14,Polinsaturi totali (%):,1.28
15,C18:2,1.11
16,C18:3,0.1
17,C20:4,0
18,C20:5,0
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,0.1
