,Composizione chimica,valore per 100g
0,Parte edibile (%):,100
1,Acqua (g):,32
2,Proteine (g):,26.5
3,Lipidi(g):,34.3
4,Colesterolo (mg):,88
5,Carboidrati disponibili (g):,1.5
6,Amido (g):,0
7,Zuccheri solubili (g):,1.5
8,Fibra totale (g):,0
9,Fibra solubile (g):,0
10,Fibra insolubile (g):,0
11,Alcol (g):,0
12,Energia (kcal):,420
13,Energia (kJ):,1759
14,Sodio (mg):,1683
15,Potassio (mg):,455
16,Ferro (mg):,1.5
17,Calcio (mg):,46
18,Fosforo (mg):,
19,Magnesio (mg):,33
20,Zinco (mg):,3.8
21,Rame (mg):,0.14
22,Selenio (µg):,3.1
23,Tiamina (mg):,0.15
24,Riboflavina (mg):,0.1
25,Niacina (mg):,
26,Vitamina A retinolo eq. (µg):,tr
27,Vitamina C (mg):,0
28,Vitamina E (mg):,
