,Composizione,mg/100g di parte edibile
0,Lisina:,2254
1,Istidina:,922
2,Arginina:,1536
3,Acido aspartico:,2417
4,Treonina:,1202
5,Serina:,1068
6,Acido glutamico:,3511
7,Prolina:,893
8,Glicina:,1030
9,Alanina:,1512
10,Cistina:,283
11,Valina:,1416
12,Metionina:,698
13,Isoleucina:,1210
14,Leucina:,2002
15,Tirosina:,814
16,Fenilalanina:,970
17,Triptofano:,286
18,Indice Chimico:,100
19,Aminoacido limitante:,Trip.
