,Composizione chimica,valore per 100g
0,Parte edibile (%):,100
1,Acqua (g):,11.5
2,Proteine (g):,13
3,Lipidi(g):,2.9
4,Colesterolo (mg):,0
5,Carboidrati disponibili (g):,62.5
6,Amido (g):,53.9
7,Zuccheri solubili (g):,3.2
8,Fibra totale (g):,9.8
9,Fibra solubile (g):,
10,Fibra insolubile (g):,
11,Alcol (g):,0
12,Energia (kcal):,312
13,Energia (kJ):,1307
14,Sodio (mg):,
15,Potassio (mg):,494
16,Ferro (mg):,3.6
17,Calcio (mg):,30
18,Fosforo (mg):,330
19,Magnesio (mg):,160
20,Zinco (mg):,2.9
21,Rame (mg):,0.4
22,Selenio (µg):,3.8
23,Tiamina (mg):,0.43
24,Riboflavina (mg):,0.15
25,Niacina (mg):,5.7
26,Vitamina A retinolo eq. (µg):,2
27,Vitamina C (mg):,0
28,Vitamina E (mg):,
