,Composizione,mg/100g di parte edibile
0,Lisina:,830
1,Istidina:,270
2,Arginina:,550
3,Acido aspartico:,1510
4,Treonina:,420
5,Serina:,570
6,Acido glutamico:,950
7,Prolina:,510
8,Glicina:,340
9,Alanina:,350
10,Cistina:,230
11,Valina:,610
12,Metionina:,390
13,Isoleucina:,500
14,Leucina:,770
15,Tirosina:,420
16,Fenilalanina:,470
17,Triptofano:,180
18,Indice Chimico:,100
19,Aminoacido limitante:,Leu.
