,Composizione,mg/100g di parte edibile
0,Lisina:,1530
1,Istidina:,536
2,Arginina:,1230
3,Acido aspartico:,1894
4,Treonina:,936
5,Serina:,1060
6,Acido glutamico:,2560
7,Prolina:,
8,Glicina:,1220
9,Alanina:,1280
10,Cistina:,220
11,Valina:,1292
12,Metionina:,470
13,Isoleucina:,1070
14,Leucina:,1886
15,Tirosina:,650
16,Fenilalanina:,1040
17,Triptofano:,310
18,Indice Chimico:,100
19,Aminoacido limitante:,Lis.
