,Composizione,mg/100g di parte edibile
0,Lisina:,257
1,Istidina:,165
2,Arginina:,543
3,Acido aspartico:,657
4,Treonina:,246
5,Serina:,348
6,Acido glutamico:,1354
7,Prolina:,333
8,Glicina:,310
9,Alanina:,401
10,Cistina:,108
11,Valina:,438
12,Metionina:,149
13,Isoleucina:,306
14,Leucina:,590
15,Tirosina:,228
16,Fenilalanina:,360
17,Triptofano:,84
18,Indice Chimico:,66
19,Aminoacido limitante:,Lis.
