,Composizione chimica,valore per 100g
0,Parte edibile (%):,90
1,Acqua (g):,87.5
2,Proteine (g):,0.5
3,Lipidi(g):,0.1
4,Colesterolo (mg):,0
5,Carboidrati disponibili (g):,10.5
6,Amido (g):,0
7,Zuccheri solubili (g):,10.5
8,Fibra totale (g):,1.5
9,Fibra solubile (g):,0.6
10,Fibra insolubile (g):,0.87
11,Alcol (g):,0
12,Energia (kcal):,42
13,Energia (kJ):,177
14,Sodio (mg):,2
15,Potassio (mg):,190
16,Ferro (mg):,0.2
17,Calcio (mg):,13
18,Fosforo (mg):,14
19,Magnesio (mg):,
20,Zinco (mg):,
21,Rame (mg):,
22,Selenio (µg):,
23,Tiamina (mg):,0.08
24,Riboflavina (mg):,0.05
25,Niacina (mg):,0.5
26,Vitamina A retinolo eq. (µg):,16
27,Vitamina C (mg):,5
28,Vitamina E (mg):,
