,Composizione,mg/100g di parte edibile
0,Lisina:,1379
1,Istidina:,675
2,Arginina:,758
3,Acido aspartico:,1764
4,Treonina:,726
5,Serina:,650
6,Acido glutamico:,2261
7,Prolina:,460
8,Glicina:,722
9,Alanina:,919
10,Cistina:,183
11,Valina:,759
12,Metionina:,349
13,Isoleucina:,823
14,Leucina:,1330
15,Tirosina:,425
16,Fenilalanina:,595
17,Triptofano:,175
18,Indice Chimico:,95
19,Aminoacido limitante:,Trip.
