,Composizione,mg/100g di parte edibile
0,Lisina:,1071
1,Istidina:,389
2,Arginina:,820
3,Acido aspartico:,1175
4,Treonina:,563
5,Serina:,550
6,Acido glutamico:,1956
7,Prolina:,573
8,Glicina:,643
9,Alanina:,724
10,Cistina:,149
11,Valina:,680
12,Metionina:,358
13,Isoleucina:,589
14,Leucina:,1031
15,Tirosina:,466
16,Fenilalanina:,562
17,Triptofano:,126
18,Indice Chimico:,91
19,Aminoacido limitante:,Trip.
