,Composizione,g/100g di parte edibile
0,Saturi totali (%):,5.27
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.57
4,C16:0,3.43
5,C18:0,0.85
6,C20:0,0
7,C22:0,0
8,Monoinsaturi totali (%):,8.58
9,C14:1,0
10,C16:1,1.72
11,C18:1,6.57
12,C20:1,0.24
13,C22:1,0.05
14,Polinsaturi totali (%):,4.56
15,C18:2,0.43
16,C18:3,0.21
17,C20:4,0.47
18,C20:5,0
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,0.9
