,Composizione,mg/100g di parte edibile
0,Lisina:,794
1,Istidina:,185
2,Arginina:,278
3,Acido aspartico:,840
4,Treonina:,410
5,Serina:,416
6,Acido glutamico:,1631
7,Prolina:,539
8,Glicina:,181
9,Alanina:,430
10,Cistina:,182
11,Valina:,532
12,Metionina:,203
13,Isoleucina:,466
14,Leucina:,997
15,Tirosina:,331
16,Fenilalanina:,353
17,Triptofano:,88
18,Indice Chimico:,91
19,Aminoacido limitante:,Trip.
