,Composizione,g/100g di parte edibile
0,Saturi totali (%):,1.91
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.09
4,C16:0,1.04
5,C18:0,0.76
6,C20:0,0
7,C22:0,0
8,Monoinsaturi totali (%):,1.81
9,C14:1,0.07
10,C16:1,0.23
11,C18:1,1.48
12,C20:1,0.02
13,C22:1,0
14,Polinsaturi totali (%):,1.7
15,C18:2,1.12
16,C18:3,0.08
17,C20:4,0.26
18,C20:5,0.02
19,C22:6,0.08
20,Rapporto Polinsaturi/Saturi:,0.9
