,Composizione,g/100g di parte edibile
0,Saturi totali (%):,1.73
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.11
4,C16:0,0.9
5,C18:0,0.63
6,C20:0,0
7,C22:0,0
8,Monoinsaturi totali (%):,1.69
9,C14:1,0.08
10,C16:1,0.13
11,C18:1,1.31
12,C20:1,0
13,C22:1,0.12
14,Polinsaturi totali (%):,1.03
15,C18:2,0.49
16,C18:3,0.1
17,C20:4,0.14
18,C20:5,0.12
19,C22:6,0.06
20,Rapporto Polinsaturi/Saturi:,0.6
