,Composizione,g/100g di parte edibile
0,Saturi totali (%):,20.59
1,C4:0÷C10:0,0
2,C12:0,
3,C14:0,0.06
4,C16:0,8.48
5,C18:0,11.02
6,C20:0,0.32
7,C22:0,0.06
8,Monoinsaturi totali (%):,11.08
9,C14:1,
10,C16:1,0.1
11,C18:1,10.79
12,C20:1,
13,C22:1,0
14,Polinsaturi totali (%):,1.41
15,C18:2,1.03
16,C18:3,0.06
17,C20:4,0.32
18,C20:5,0
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,0.1
