,Composizione,mg/100g di parte edibile
0,Lisina:,2929
1,Istidina:,1308
2,Arginina:,2048
3,Acido aspartico:,2945
4,Treonina:,1529
5,Serina:,1296
6,Acido glutamico:,4573
7,Prolina:,1182
8,Glicina:,1371
9,Alanina:,1852
10,Cistina:,367
11,Valina:,1687
12,Metionina:,945
13,Isoleucina:,1608
14,Leucina:,2651
15,Tirosina:,1125
16,Fenilalanina:,1330
17,Triptofano:,325
18,Indice Chimico:,94
19,Aminoacido limitante:,Trip.
