,Composizione,mg/100g di parte edibile
0,Lisina:,66
1,Istidina:,54
2,Arginina:,177
3,Acido aspartico:,139
4,Treonina:,80
5,Serina:,88
6,Acido glutamico:,185
7,Prolina:,77
8,Glicina:,101
9,Alanina:,108
10,Cistina:,24
11,Valina:,89
12,Metionina:,22
13,Isoleucina:,66
14,Leucina:,113
15,Tirosina:,39
16,Fenilalanina:,64
17,Triptofano:,22
18,Indice Chimico:,54
19,Aminoacido limitante:,Lis.
