,Composizione,mg/100g di parte edibile
0,Lisina:,1595
1,Istidina:,488
2,Arginina:,1202
3,Acido aspartico:,1737
4,Treonina:,842
5,Serina:,790
6,Acido glutamico:,2702
7,Prolina:,814
8,Glicina:,889
9,Alanina:,1120
10,Cistina:,220
11,Valina:,914
12,Metionina:,533
13,Isoleucina:,907
14,Leucina:,1438
15,Tirosina:,599
16,Fenilalanina:,720
17,Triptofano:,180
18,Indice Chimico:,91
19,Aminoacido limitante:,Trip.
