,Composizione,g/100g di parte edibile
0,Saturi totali (%):,13.1
1,C4:0÷C10:0,0
2,C12:0,0.59
3,C14:0,2.03
4,C16:0,5.64
5,C18:0,2.93
6,C20:0,0
7,C22:0,0
8,Monoinsaturi totali (%):,7.1
9,C14:1,0
10,C16:1,0.74
11,C18:1,6.36
12,C20:1,0
13,C22:1,0
14,Polinsaturi totali (%):,0.73
15,C18:2,0.45
16,C18:3,0.28
17,C20:4,0
18,C20:5,0
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,0.1
