,Composizione,mg/100g di parte edibile
0,Lisina:,1570
1,Istidina:,900
2,Arginina:,1160
3,Acido aspartico:,1770
4,Treonina:,840
5,Serina:,690
6,Acido glutamico:,2830
7,Prolina:,890
8,Glicina:,1040
9,Alanina:,900
10,Cistina:,200
11,Valina:,960
12,Metionina:,480
13,Isoleucina:,910
14,Leucina:,1520
15,Tirosina:,670
16,Fenilalanina:,820
17,Triptofano:,150
18,Indice Chimico:,69
19,Aminoacido limitante:,Trip.
