,Composizione chimica,valore per 100g
0,Parte edibile (%):,87
1,Acqua (g):,85.3
2,Proteine (g):,0.8
3,Lipidi(g):,0.2
4,Colesterolo (mg):,0
5,Carboidrati disponibili (g):,12.8
6,Amido (g):,0
7,Zuccheri solubili (g):,12.8
8,Fibra totale (g):,2.2
9,Fibra solubile (g):,
10,Fibra insolubile (g):,
11,Alcol (g):,0
12,Energia (kcal):,53
13,Energia (kJ):,222
14,Sodio (mg):,2
15,Potassio (mg):,160
16,Ferro (mg):,0.3
17,Calcio (mg):,30
18,Fosforo (mg):,19
19,Magnesio (mg):,
20,Zinco (mg):,
21,Rame (mg):,
22,Selenio (µg):,
23,Tiamina (mg):,0.08
24,Riboflavina (mg):,0.07
25,Niacina (mg):,0.3
26,Vitamina A retinolo eq. (µg):,25
27,Vitamina C (mg):,37
28,Vitamina E (mg):,
