,Composizione,mg/100g di parte edibile
0,Lisina:,2163
1,Istidina:,724
2,Arginina:,879
3,Acido aspartico:,1810
4,Treonina:,882
5,Serina:,1384
6,Acido glutamico:,6248
7,Prolina:,2645
8,Glicina:,496
9,Alanina:,832
10,Cistina:,136
11,Valina:,1800
12,Metionina:,825
13,Isoleucina:,1421
14,Leucina:,2450
15,Tirosina:,1464
16,Fenilalanina:,1393
17,Triptofano:,336
18,Indice Chimico:,92
19,Aminoacido limitante:,Treo.
