,Composizione,mg/100g di parte edibile
0,Lisina:,389
1,Istidina:,345
2,Arginina:,2003
3,Acido aspartico:,1409
4,Treonina:,448
5,Serina:,734
6,Acido glutamico:,2800
7,Prolina:,645
8,Glicina:,698
9,Alanina:,618
10,Cistina:,217
11,Valina:,745
12,Metionina:,275
13,Isoleucina:,623
14,Leucina:,1011
15,Tirosina:,453
16,Fenilalanina:,642
17,Triptofano:,104
18,Indice Chimico:,47
19,Aminoacido limitante:,Lis.
