,Composizione,mg/100g di parte edibile
0,Lisina:,480
1,Istidina:,269
2,Arginina:,573
3,Acido aspartico:,842
4,Treonina:,433
5,Serina:,491
6,Acido glutamico:,2492
7,Prolina:,608
8,Glicina:,562
9,Alanina:,491
10,Cistina:,234
11,Valina:,608
12,Metionina:,187
13,Isoleucina:,491
14,Leucina:,784
15,Tirosina:,374
16,Fenilalanina:,550
17,Triptofano:,143
18,Indice Chimico:,71
19,Aminoacido limitante:,Lis.
