,Composizione,mg/100g di parte edibile
0,Lisina:,1375
1,Istidina:,783
2,Arginina:,1322
3,Acido aspartico:,2053
4,Treonina:,992
5,Serina:,783
6,Acido glutamico:,2749
7,Prolina:,261
8,Glicina:,1044
9,Alanina:,1340
10,Cistina:,
11,Valina:,1357
12,Metionina:,470
13,Isoleucina:,957
14,Leucina:,1636
15,Tirosina:,609
16,Fenilalanina:,731
17,Triptofano:,
18,Indice Chimico:,
19,Aminoacido limitante:,
