,Composizione,g/100g di parte edibile
0,Saturi totali (%):,5.57
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.56
4,C16:0,3.62
5,C18:0,1.05
6,C20:0,0.34
7,C22:0,0
8,Monoinsaturi totali (%):,9.54
9,C14:1,0
10,C16:1,0.16
11,C18:1,9.38
12,C20:1,0
13,C22:1,0
14,Polinsaturi totali (%):,40.66
15,C18:2,34.02
16,C18:3,6.64
17,C20:4,0
18,C20:5,0
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,7.3
